map,date,ft_pick,ft_score,st_score,ft_link,st_link,ft_round_1_win,ft_round_2_win,ft_round_3_win,ft_round_4_win,ft_round_5_win,ft_round_6_win,ft_round_7_win,ft_round_8_win,ft_round_9_win,ft_round_10_win,ft_round_11_win,ft_round_12_win,ft_round_13_win,ft_round_14_win,ft_round_15_win,ft_round_16_win,ft_round_17_win,ft_round_18_win,ft_round_19_win,ft_round_20_win,ft_round_21_win,ft_round_22_win,ft_round_23_win,ft_round_24_win,ft_round_25_win,ft_round_26_win,ft_round_27_win,ft_round_28_win,ft_round_29_win,ft_round_30_win,match_id,isBoOne,match_num,ft_Maps played,ft_Win Rate,ft_Total kills,ft_Total deaths,ft_Rounds played,ft_K/D Ratio,ft_age,ft_mp_Times played,ft_mp_Total rounds played,ft_mp_Rounds won,ft_mp_Win percent,ft_mp_Pistol rounds,ft_mp_Pistol rounds won,ft_mp_Pistol round win percent,ft_pl_KAST,ft_pl_Impact,ft_pl_ADR,ft_pl_KPR,ft_pl_Total kills,ft_pl_Headshot %,ft_pl_Total deaths,ft_pl_K/D Ratio,ft_pl_Damage / Round,ft_pl_Grenade dmg / Round,ft_pl_Maps played,ft_pl_Rounds played,ft_pl_Kills / round,ft_pl_Assists / round,ft_pl_Deaths / round,ft_pl_Saved by teammate / round,ft_pl_Saved teammates / round,ft_pl_Rating 2.0,ft_pl_Total opening kills,ft_pl_Total opening deaths,ft_pl_Opening kill ratio,ft_pl_Opening kill rating,ft_pl_Team win percent after first kill,ft_pl_First kill in won rounds,ft_pl_0 kill rounds,ft_pl_1 kill rounds,ft_pl_2 kill rounds,ft_pl_3 kill rounds,ft_pl_4 kill rounds,ft_pl_5 kill rounds,ft_pl_Rifle kills,ft_pl_Sniper kills,ft_pl_SMG kills,ft_pl_Pistol kills,ft_pl_Grenade,ft_pl_Other,ft_pl_players_in_team,st_Maps played,st_Win Rate,st_Total kills,st_Total deaths,st_Rounds played,st_K/D Ratio,st_age,st_mp_Times played,st_mp_Total rounds played,st_mp_Rounds won,st_mp_Win percent,st_mp_Pistol rounds,st_mp_Pistol rounds won,st_mp_Pistol round win percent,st_pl_KAST,st_pl_Impact,st_pl_ADR,st_pl_KPR,st_pl_Total kills,st_pl_Headshot %,st_pl_Total deaths,st_pl_K/D Ratio,st_pl_Damage / Round,st_pl_Grenade dmg / Round,st_pl_Maps played,st_pl_Rounds played,st_pl_Kills / round,st_pl_Assists / round,st_pl_Deaths / round,st_pl_Saved by teammate / round,st_pl_Saved teammates / round,st_pl_Rating 2.0,st_pl_Total opening kills,st_pl_Total opening deaths,st_pl_Opening kill ratio,st_pl_Opening kill rating,st_pl_Team win percent after first kill,st_pl_First kill in won rounds,st_pl_0 kill rounds,st_pl_1 kill rounds,st_pl_2 kill rounds,st_pl_3 kill rounds,st_pl_4 kill rounds,st_pl_5 kill rounds,st_pl_Rifle kills,st_pl_Sniper kills,st_pl_SMG kills,st_pl_Pistol kills,st_pl_Grenade,st_pl_Other,st_pl_players_in_team
Train,2019-06-20,0,10,16,/stats/teams/8297/FURIA,/stats/teams/6947/TeamOne,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,88234,0,1,95.0,0.7157894736842105,8638.0,7718.0,2441.0,1.12,24,8.0,219.0,113.0,50.0,16.0,9.0,56.2,72.08,1.096,76.89999999999999,0.708,1764.2,44.64,1576.6,1.124,76.89999999999999,4.32,96.8,2489.0,0.708,0.132,0.634,0.096,0.094,1.116,255.4,242.0,1.1039999999999999,1.0139999999999998,76.84,13.88,1308.4,746.0,309.6,102.6,20.8,1.6,1181.8,182.6,109.6,260.2,23.8,11.6,5,52.0,0.5769230769230769,4785.0,4549.0,1390.0,1.05,24,9.0,214.0,133.0,77.8,18.0,13.0,72.2,72.4,1.07,75.03999999999999,0.692,951.8,46.64,897.8,1.06,75.03999999999999,4.959999999999999,51.4,1376.0,0.692,0.132,0.652,0.10600000000000001,0.10800000000000001,1.0939999999999999,147.6,127.8,1.168,1.048,73.58,14.84,727.8,420.4,162.4,55.8,8.8,0.8,591.8,130.6,66.4,145.2,14.6,4.8,5
Inferno,2019-06-20,1,16,5,/stats/teams/8297/FURIA,/stats/teams/6947/TeamOne,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,88239,0,2,95.0,0.7157894736842105,8638.0,7718.0,2441.0,1.12,24,21.0,530.0,296.0,66.7,42.0,21.0,50.0,72.08,1.096,76.89999999999999,0.708,1764.2,44.64,1576.6,1.124,76.89999999999999,4.32,96.8,2489.0,0.708,0.132,0.634,0.096,0.094,1.116,255.4,242.0,1.1039999999999999,1.0139999999999998,76.84,13.88,1308.4,746.0,309.6,102.6,20.8,1.6,1181.8,182.6,109.6,260.2,23.8,11.6,5,52.0,0.5769230769230769,4785.0,4549.0,1390.0,1.05,24,11.0,272.0,139.0,45.5,22.0,14.0,63.6,72.4,1.07,75.03999999999999,0.692,951.8,46.64,897.8,1.06,75.03999999999999,4.959999999999999,51.4,1376.0,0.692,0.132,0.652,0.10600000000000001,0.10800000000000001,1.0939999999999999,147.6,127.8,1.168,1.048,73.58,14.84,727.8,420.4,162.4,55.8,8.8,0.8,591.8,130.6,66.4,145.2,14.6,4.8,5
Overpass,2019-06-20,0,16,9,/stats/teams/8297/FURIA,/stats/teams/6947/TeamOne,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,88240,0,3,95.0,0.7157894736842105,8638.0,7718.0,2441.0,1.12,24,21.0,536.0,301.0,66.7,42.0,22.0,52.4,72.08,1.096,76.89999999999999,0.708,1764.2,44.64,1576.6,1.124,76.89999999999999,4.32,96.8,2489.0,0.708,0.132,0.634,0.096,0.094,1.116,255.4,242.0,1.1039999999999999,1.0139999999999998,76.84,13.88,1308.4,746.0,309.6,102.6,20.8,1.6,1181.8,182.6,109.6,260.2,23.8,11.6,5,52.0,0.5769230769230769,4785.0,4549.0,1390.0,1.05,24,15.0,440.0,227.0,66.7,30.0,12.0,40.0,72.4,1.07,75.03999999999999,0.692,951.8,46.64,897.8,1.06,75.03999999999999,4.959999999999999,51.4,1376.0,0.692,0.132,0.652,0.10600000000000001,0.10800000000000001,1.0939999999999999,147.6,127.8,1.168,1.048,73.58,14.84,727.8,420.4,162.4,55.8,8.8,0.8,591.8,130.6,66.4,145.2,14.6,4.8,5
Overpass,2019-06-20,0,16,10,/stats/teams/8297/FURIA,/stats/teams/8038/Party%20Astronauts,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,88297,0,1,95.0,0.7157894736842105,8638.0,7718.0,2441.0,1.12,24,21.0,536.0,301.0,66.7,42.0,22.0,52.4,72.08,1.096,76.89999999999999,0.708,1764.2,44.64,1576.6,1.124,76.89999999999999,4.32,96.8,2489.0,0.708,0.132,0.634,0.096,0.094,1.116,255.4,242.0,1.1039999999999999,1.0139999999999998,76.84,13.88,1308.4,746.0,309.6,102.6,20.8,1.6,1181.8,182.6,109.6,260.2,23.8,11.6,5,46.0,0.4782608695652174,4079.0,4027.0,1204.0,1.01,24,13.0,312.0,162.0,61.5,26.0,12.0,46.2,70.75999999999999,1.0340000000000003,75.03999999999999,0.6880000000000001,681.2,39.60000000000001,672.8,1.0260000000000002,75.03999999999999,3.12,38.6,1012.8,0.6880000000000001,0.134,0.67,0.10400000000000001,0.098,1.06,98.4,94.4,1.024,1.0,75.32000000000001,14.98,547.4,299.4,123.4,36.0,6.0,0.6,356.4,153.4,44.2,119.6,7.0,2.6,5
Nuke,2019-06-20,1,16,8,/stats/teams/8297/FURIA,/stats/teams/8038/Party%20Astronauts,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,88298,0,2,95.0,0.7157894736842105,8638.0,7718.0,2441.0,1.12,24,22.0,554.0,335.0,86.4,44.0,27.0,61.4,72.08,1.096,76.89999999999999,0.708,1764.2,44.64,1576.6,1.124,76.89999999999999,4.32,96.8,2489.0,0.708,0.132,0.634,0.096,0.094,1.116,255.4,242.0,1.1039999999999999,1.0139999999999998,76.84,13.88,1308.4,746.0,309.6,102.6,20.8,1.6,1181.8,182.6,109.6,260.2,23.8,11.6,5,46.0,0.4782608695652174,4079.0,4027.0,1204.0,1.01,24,7.0,206.0,101.0,57.1,14.0,4.0,28.6,70.75999999999999,1.0340000000000003,75.03999999999999,0.6880000000000001,681.2,39.60000000000001,672.8,1.0260000000000002,75.03999999999999,3.12,38.6,1012.8,0.6880000000000001,0.134,0.67,0.10400000000000001,0.098,1.06,98.4,94.4,1.024,1.0,75.32000000000001,14.98,547.4,299.4,123.4,36.0,6.0,0.6,356.4,153.4,44.2,119.6,7.0,2.6,5
Train,2019-06-27,0,16,4,/stats/teams/8297/FURIA,/stats/teams/6947/TeamOne,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,88477,0,1,86.0,0.6976744186046512,7826.0,7061.0,2224.0,1.11,24,6.0,165.0,83.0,33.3,12.0,8.0,66.7,71.88000000000001,1.09,76.58,0.704,1601.8,44.7,1445.2,1.114,76.58,4.2,87.8,2272.0,0.704,0.134,0.636,0.096,0.096,1.1059999999999999,230.8,223.4,1.074,1.008,76.54,13.9,1202.4,674.0,281.8,92.6,19.6,1.6,1081.4,162.6,99.0,233.2,20.8,9.8,5,52.0,0.5769230769230769,4800.0,4551.0,1392.0,1.05,24,9.0,216.0,133.0,77.8,18.0,13.0,72.2,72.47999999999999,1.068,75.02000000000001,0.6899999999999998,960.0,46.64,910.2,1.056,75.02000000000001,5.02,52.0,1392.0,0.6899999999999998,0.132,0.656,0.10600000000000001,0.10200000000000001,1.09,149.6,128.4,1.1700000000000002,1.048,73.74,14.959999999999999,736.0,426.4,165.4,54.8,8.6,0.8,596.2,128.8,68.8,148.4,15.2,4.4,5
Mirage,2019-06-27,1,12,16,/stats/teams/8297/FURIA,/stats/teams/6947/TeamOne,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,88482,0,2,86.0,0.6976744186046512,7826.0,7061.0,2224.0,1.11,24,11.0,306.0,162.0,63.6,22.0,13.0,59.1,71.88000000000001,1.09,76.58,0.704,1601.8,44.7,1445.2,1.114,76.58,4.2,87.8,2272.0,0.704,0.134,0.636,0.096,0.096,1.1059999999999999,230.8,223.4,1.074,1.008,76.54,13.9,1202.4,674.0,281.8,92.6,19.6,1.6,1081.4,162.6,99.0,233.2,20.8,9.8,5,52.0,0.5769230769230769,4800.0,4551.0,1392.0,1.05,24,7.0,220.0,104.0,28.6,14.0,11.0,78.6,72.47999999999999,1.068,75.02000000000001,0.6899999999999998,960.0,46.64,910.2,1.056,75.02000000000001,5.02,52.0,1392.0,0.6899999999999998,0.132,0.656,0.10600000000000001,0.10200000000000001,1.09,149.6,128.4,1.1700000000000002,1.048,73.74,14.959999999999999,736.0,426.4,165.4,54.8,8.6,0.8,596.2,128.8,68.8,148.4,15.2,4.4,5
Mirage,2019-06-27,1,8,16,/stats/teams/9945/Lazarus,/stats/teams/8297/FURIA,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88495,0,1,36.0,0.5555555555555556,3366.0,3111.0,967.0,1.08,24,8.0,216.0,116.0,50.0,16.0,8.0,50.0,70.44,1.076,75.56,0.7,710.0,46.660000000000004,653.2,1.08,75.56,4.6,37.2,1004.6,0.7,0.118,0.6460000000000001,0.07800000000000001,0.08600000000000001,1.0859999999999999,108.8,105.8,0.99,1.01,73.47999999999999,14.5,526.2,298.4,136.4,36.6,6.0,1.0,452.8,99.4,38.6,107.2,9.6,3.2,5,86.0,0.6976744186046512,7826.0,7061.0,2224.0,1.11,24,11.0,306.0,162.0,63.6,22.0,13.0,59.1,71.88000000000001,1.09,76.58,0.704,1601.8,44.7,1445.2,1.114,76.58,4.2,87.8,2272.0,0.704,0.134,0.636,0.096,0.096,1.1059999999999999,230.8,223.4,1.074,1.008,76.54,13.9,1202.4,674.0,281.8,92.6,19.6,1.6,1081.4,162.6,99.0,233.2,20.8,9.8,5
Overpass,2019-06-27,0,14,16,/stats/teams/9945/Lazarus,/stats/teams/8297/FURIA,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,88499,0,2,36.0,0.5555555555555556,3366.0,3111.0,967.0,1.08,24,4.0,115.0,47.0,25.0,8.0,5.0,62.5,70.44,1.076,75.56,0.7,710.0,46.660000000000004,653.2,1.08,75.56,4.6,37.2,1004.6,0.7,0.118,0.6460000000000001,0.07800000000000001,0.08600000000000001,1.0859999999999999,108.8,105.8,0.99,1.01,73.47999999999999,14.5,526.2,298.4,136.4,36.6,6.0,1.0,452.8,99.4,38.6,107.2,9.6,3.2,5,86.0,0.6976744186046512,7826.0,7061.0,2224.0,1.11,24,20.0,513.0,289.0,70.0,40.0,18.0,45.0,71.88000000000001,1.09,76.58,0.704,1601.8,44.7,1445.2,1.114,76.58,4.2,87.8,2272.0,0.704,0.134,0.636,0.096,0.096,1.1059999999999999,230.8,223.4,1.074,1.008,76.54,13.9,1202.4,674.0,281.8,92.6,19.6,1.6,1081.4,162.6,99.0,233.2,20.8,9.8,5
Overpass,2019-06-28,1,16,3,/stats/teams/7106/eUnited,/stats/teams/8297/FURIA,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,88508,0,1,53.0,0.6415094339622641,5006.0,4447.0,1398.0,1.13,24,12.0,311.0,196.0,91.7,24.0,16.0,66.7,73.34,1.1019999999999999,77.11999999999999,0.718,971.8,45.16000000000001,860.8,1.134,77.11999999999999,4.18,51.4,1355.6,0.718,0.126,0.634,0.10400000000000001,0.10599999999999998,1.134,149.4,124.8,1.252,1.066,75.34,14.919999999999998,695.0,421.4,177.6,52.0,8.8,0.8,617.6,149.6,50.8,141.0,10.6,3.8,5,91.0,0.7032967032967034,8291.0,7450.0,2350.0,1.11,24,21.0,543.0,305.0,71.4,42.0,18.0,42.9,72.03999999999999,1.092,76.72,0.708,1694.8,44.96,1523.0,1.116,76.72,4.18,92.8,2398.0,0.708,0.134,0.6359999999999999,0.094,0.096,1.1119999999999999,245.6,233.8,1.1,1.014,76.43999999999998,13.9,1266.0,713.8,297.8,97.8,21.0,1.6,1148.8,169.2,104.2,245.4,21.6,10.8,5
Vertigo,2019-06-28,0,16,14,/stats/teams/7106/eUnited,/stats/teams/8297/FURIA,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,88509,0,2,53.0,0.6415094339622641,5006.0,4447.0,1398.0,1.13,24,1.0,28.0,16.0,100.0,2.0,2.0,100.0,73.34,1.1019999999999999,77.11999999999999,0.718,971.8,45.16000000000001,860.8,1.134,77.11999999999999,4.18,51.4,1355.6,0.718,0.126,0.634,0.10400000000000001,0.10599999999999998,1.134,149.4,124.8,1.252,1.066,75.34,14.919999999999998,695.0,421.4,177.6,52.0,8.8,0.8,617.6,149.6,50.8,141.0,10.6,3.8,5,91.0,0.7032967032967034,8291.0,7450.0,2350.0,1.11,24,6.0,142.0,92.0,83.3,12.0,7.0,58.3,72.03999999999999,1.092,76.72,0.708,1694.8,44.96,1523.0,1.116,76.72,4.18,92.8,2398.0,0.708,0.134,0.6359999999999999,0.094,0.096,1.1119999999999999,245.6,233.8,1.1,1.014,76.43999999999998,13.9,1266.0,713.8,297.8,97.8,21.0,1.6,1148.8,169.2,104.2,245.4,21.6,10.8,5
Nuke,2019-07-02,1,16,9,/stats/teams/8297/FURIA,/stats/teams/6211/Renegades,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,88687,0,1,91.0,0.6813186813186813,8252.0,7492.0,2347.0,1.1,24,21.0,527.0,319.0,85.7,42.0,24.0,57.1,71.66,1.0859999999999999,76.52000000000001,0.704,1650.4,45.019999999999996,1498.4,1.1079999999999999,76.52000000000001,4.159999999999999,91.0,2347.0,0.704,0.134,0.64,0.094,0.096,1.104,236.0,232.8,1.072,1.002,76.8,13.88,1244.2,697.2,288.0,94.8,21.2,1.6,1120.2,161.2,101.8,240.2,20.8,11.0,5,44.0,0.4318181818181818,3726.0,3775.0,1127.0,0.99,24,3.0,64.0,28.0,33.3,6.0,1.0,16.7,69.76,1.0459999999999998,72.14,0.656,672.0,48.58,678.8,0.9780000000000001,72.14,3.8600000000000003,39.6,1013.8,0.656,0.132,0.672,0.10400000000000001,0.1,1.036,100.4,98.8,1.056,1.0080000000000002,66.66,13.940000000000001,557.0,292.6,122.0,34.6,6.4,1.2,468.8,47.2,33.4,112.2,8.6,4.0,5
Mirage,2019-07-02,0,16,12,/stats/teams/8297/FURIA,/stats/teams/6211/Renegades,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,88689,0,2,91.0,0.6813186813186813,8252.0,7492.0,2347.0,1.1,24,13.0,358.0,190.0,61.5,26.0,16.0,61.5,71.66,1.0859999999999999,76.52000000000001,0.704,1650.4,45.019999999999996,1498.4,1.1079999999999999,76.52000000000001,4.159999999999999,91.0,2347.0,0.704,0.134,0.64,0.094,0.096,1.104,236.0,232.8,1.072,1.002,76.8,13.88,1244.2,697.2,288.0,94.8,21.2,1.6,1120.2,161.2,101.8,240.2,20.8,11.0,5,44.0,0.4318181818181818,3726.0,3775.0,1127.0,0.99,24,14.0,364.0,192.0,64.3,28.0,22.0,78.6,69.76,1.0459999999999998,72.14,0.656,672.0,48.58,678.8,0.9780000000000001,72.14,3.8600000000000003,39.6,1013.8,0.656,0.132,0.672,0.10400000000000001,0.1,1.036,100.4,98.8,1.056,1.0080000000000002,66.66,13.940000000000001,557.0,292.6,122.0,34.6,6.4,1.2,468.8,47.2,33.4,112.2,8.6,4.0,5
Train,2019-07-12,0,16,11,/stats/teams/8297/FURIA,/stats/teams/6978/Singularity,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,89066,0,1,96.0,0.6666666666666666,8689.0,7958.0,2481.0,1.09,24,7.0,185.0,99.0,42.9,14.0,9.0,64.3,71.42,1.08,76.35999999999999,0.704,1737.8,45.26,1591.6,1.098,76.35999999999999,4.1,96.0,2481.0,0.704,0.134,0.6399999999999999,0.094,0.096,1.096,249.0,246.6,1.072,1.002,76.88000000000001,13.979999999999999,1318.4,735.2,304.8,99.0,22.0,1.6,1178.8,171.4,107.8,250.4,20.8,13.6,5,91.0,0.6483516483516484,8082.0,7223.0,2269.0,1.12,24,5.0,114.0,67.0,80.0,10.0,5.0,50.0,73.38,1.11,76.74000000000001,0.7120000000000001,1634.0,44.3,1460.0,1.1179999999999999,76.74000000000001,4.06,91.8,2292.2,0.7120000000000001,0.134,0.6380000000000001,0.11199999999999999,0.11399999999999999,1.128,248.0,208.8,1.216,1.0560000000000003,76.26,14.719999999999999,1191.4,691.6,304.6,86.2,17.4,1.0,1059.8,187.2,105.6,253.0,18.2,13.2,5
Nuke,2019-07-12,1,16,14,/stats/teams/8297/FURIA,/stats/teams/6978/Singularity,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,89068,0,2,96.0,0.6666666666666666,8689.0,7958.0,2481.0,1.09,24,24.0,603.0,354.0,79.2,48.0,26.0,54.2,71.42,1.08,76.35999999999999,0.704,1737.8,45.26,1591.6,1.098,76.35999999999999,4.1,96.0,2481.0,0.704,0.134,0.6399999999999999,0.094,0.096,1.096,249.0,246.6,1.072,1.002,76.88000000000001,13.979999999999999,1318.4,735.2,304.8,99.0,22.0,1.6,1178.8,171.4,107.8,250.4,20.8,13.6,5,91.0,0.6483516483516484,8082.0,7223.0,2269.0,1.12,24,21.0,538.0,315.0,71.4,42.0,26.0,61.9,73.38,1.11,76.74000000000001,0.7120000000000001,1634.0,44.3,1460.0,1.1179999999999999,76.74000000000001,4.06,91.8,2292.2,0.7120000000000001,0.134,0.6380000000000001,0.11199999999999999,0.11399999999999999,1.128,248.0,208.8,1.216,1.0560000000000003,76.26,14.719999999999999,1191.4,691.6,304.6,86.2,17.4,1.0,1059.8,187.2,105.6,253.0,18.2,13.2,5
Nuke,2019-07-13,0,6,16,/stats/teams/6010/Chiefs,/stats/teams/8297/FURIA,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89088,1,1,58.0,0.6551724137931034,5268.0,4811.0,1493.0,1.09,24,12.0,339.0,186.0,75.0,24.0,16.0,66.7,72.0,1.108,76.38,0.7060000000000001,1053.6,40.28,962.2,1.0959999999999999,76.38,3.88,58.0,1493.0,0.7060000000000001,0.142,0.646,0.10599999999999998,0.10800000000000001,1.106,156.0,142.4,1.096,1.03,78.3,14.88,785.4,446.0,189.0,62.0,9.4,1.2,688.8,135.2,56.2,158.2,15.6,1.0,5,98.0,0.673469387755102,8904.0,8131.0,2538.0,1.1,24,25.0,633.0,370.0,80.0,50.0,28.0,56.0,71.48,1.082,76.44000000000001,0.704,1774.4,45.16,1618.4,1.1019999999999999,76.44000000000001,4.06,97.6,2526.6,0.704,0.132,0.638,0.094,0.096,1.1,255.6,248.8,1.0939999999999999,1.006,76.88000000000001,14.02,1340.0,750.0,311.0,101.6,22.4,1.6,1203.2,177.0,108.8,255.0,21.0,14.4,5
Inferno,2019-07-13,0,8,16,/stats/teams/8297/FURIA,/stats/teams/8637/Sprout,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,89102,1,1,98.0,0.673469387755102,8904.0,8131.0,2538.0,1.1,24,17.0,433.0,232.0,58.8,34.0,16.0,47.1,71.48,1.082,76.44000000000001,0.704,1774.4,45.16,1618.4,1.1019999999999999,76.44000000000001,4.06,97.6,2526.6,0.704,0.132,0.638,0.094,0.096,1.1,255.6,248.8,1.0939999999999999,1.006,76.88000000000001,14.02,1340.0,750.0,311.0,101.6,22.4,1.6,1203.2,177.0,108.8,255.0,21.0,14.4,5,81.0,0.6419753086419753,7287.0,6737.0,2102.0,1.08,24,13.0,337.0,181.0,69.2,26.0,12.0,46.2,70.55999999999999,1.0719999999999998,74.88000000000001,0.692,1471.0,44.220000000000006,1369.4,1.0779999999999998,74.88000000000001,4.180000000000001,82.0,2125.2,0.692,0.12,0.644,0.092,0.094,1.0859999999999999,222.4,205.0,1.116,1.032,74.82000000000001,14.579999999999998,1128.4,631.6,272.8,77.6,13.0,1.8,824.6,299.0,91.2,234.6,14.8,9.2,5
Train,2019-07-13,0,19,16,/stats/teams/8297/FURIA,/stats/teams/6010/Chiefs,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,89140,0,1,98.0,0.673469387755102,8904.0,8131.0,2538.0,1.1,24,8.0,212.0,115.0,50.0,16.0,10.0,62.5,71.48,1.082,76.44000000000001,0.704,1774.4,45.16,1618.4,1.1019999999999999,76.44000000000001,4.06,97.6,2526.6,0.704,0.132,0.638,0.094,0.096,1.1,255.6,248.8,1.0939999999999999,1.006,76.88000000000001,14.02,1340.0,750.0,311.0,101.6,22.4,1.6,1203.2,177.0,108.8,255.0,21.0,14.4,5,58.0,0.6551724137931034,5268.0,4811.0,1493.0,1.09,24,7.0,172.0,96.0,71.4,14.0,8.0,57.1,72.0,1.108,76.38,0.7060000000000001,1053.6,40.28,962.2,1.0959999999999999,76.38,3.88,58.0,1493.0,0.7060000000000001,0.142,0.646,0.10599999999999998,0.10800000000000001,1.106,156.0,142.4,1.096,1.03,78.3,14.88,785.4,446.0,189.0,62.0,9.4,1.2,688.8,135.2,56.2,158.2,15.6,1.0,5
Nuke,2019-07-13,1,16,11,/stats/teams/8297/FURIA,/stats/teams/6010/Chiefs,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,89145,0,2,98.0,0.673469387755102,8904.0,8131.0,2538.0,1.1,24,25.0,633.0,370.0,80.0,50.0,28.0,56.0,71.48,1.082,76.44000000000001,0.704,1774.4,45.16,1618.4,1.1019999999999999,76.44000000000001,4.06,97.6,2526.6,0.704,0.132,0.638,0.094,0.096,1.1,255.6,248.8,1.0939999999999999,1.006,76.88000000000001,14.02,1340.0,750.0,311.0,101.6,22.4,1.6,1203.2,177.0,108.8,255.0,21.0,14.4,5,58.0,0.6551724137931034,5268.0,4811.0,1493.0,1.09,24,12.0,339.0,186.0,75.0,24.0,16.0,66.7,72.0,1.108,76.38,0.7060000000000001,1053.6,40.28,962.2,1.0959999999999999,76.38,3.88,58.0,1493.0,0.7060000000000001,0.142,0.646,0.10599999999999998,0.10800000000000001,1.106,156.0,142.4,1.096,1.03,78.3,14.88,785.4,446.0,189.0,62.0,9.4,1.2,688.8,135.2,56.2,158.2,15.6,1.0,5
Nuke,2019-07-14,1,16,10,/stats/teams/8297/FURIA,/stats/teams/7020/Spirit,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,89187,0,1,102.0,0.6764705882352942,9293.0,8482.0,2646.0,1.1,24,27.0,682.0,402.0,81.5,54.0,29.0,53.7,71.62,1.084,76.55999999999999,0.704,1841.0,45.379999999999995,1675.0,1.1019999999999999,76.55999999999999,4.04,100.8,2613.0,0.704,0.134,0.6399999999999999,0.094,0.096,1.1019999999999999,267.2,256.0,1.1,1.014,76.98,14.14,1379.6,781.0,323.6,104.2,22.8,1.8,1246.2,186.0,112.8,263.8,21.6,15.6,5,37.0,0.5675675675675675,3359.0,3306.0,1001.0,1.02,24,4.0,110.0,67.0,100.0,8.0,6.0,75.0,70.08,1.0420000000000003,73.97999999999999,0.678,694.8,48.64,681.0,1.018,73.97999999999999,4.48,38.0,1029.2,0.678,0.10800000000000001,0.664,0.096,0.1,1.062,113.0,94.0,1.202,1.06,69.96000000000001,15.34,550.6,313.6,120.8,38.2,5.0,1.0,417.4,117.8,41.8,105.0,8.6,5.4,5
Vertigo,2019-07-14,0,16,5,/stats/teams/8297/FURIA,/stats/teams/7020/Spirit,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,89189,0,2,102.0,0.6764705882352942,9293.0,8482.0,2646.0,1.1,24,7.0,172.0,106.0,71.4,14.0,8.0,57.1,71.62,1.084,76.55999999999999,0.704,1841.0,45.379999999999995,1675.0,1.1019999999999999,76.55999999999999,4.04,100.8,2613.0,0.704,0.134,0.6399999999999999,0.094,0.096,1.1019999999999999,267.2,256.0,1.1,1.014,76.98,14.14,1379.6,781.0,323.6,104.2,22.8,1.8,1246.2,186.0,112.8,263.8,21.6,15.6,5,37.0,0.5675675675675675,3359.0,3306.0,1001.0,1.02,24,6.0,186.0,93.0,50.0,12.0,8.0,66.7,70.08,1.0420000000000003,73.97999999999999,0.678,694.8,48.64,681.0,1.018,73.97999999999999,4.48,38.0,1029.2,0.678,0.10800000000000001,0.664,0.096,0.1,1.062,113.0,94.0,1.202,1.06,69.96000000000001,15.34,550.6,313.6,120.8,38.2,5.0,1.0,417.4,117.8,41.8,105.0,8.6,5.4,5
